"protocol","scheme","location","raw_key","aliases","canonical_semantic","value_type","allowed_values","default","repeated","decode_rule","source_class","mihomo_mapping","xray_mapping","sing_box_mapping","other_mapping","current_behavior","status","test_ids","evidence","notes"
"Hysteria 2","hysteria2|hy2","query","obfs","","obfuscation_type","enum","none|salamander|gecko","none","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","obfs","Hysteria v2 model; exact share mapping unknown","Hysteria 2 outbound; salamander only at v1.13.14","Sub-Store@0882a522 differential only","none is suppressed; salamander/gecko require a non-empty password; unknown modes reject","complete","proxyUri.test.ts:hysteria2-matrix|QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","obfs-password","","obfuscation_password","string","non-empty only with salamander or gecko","none","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","obfs-password","Hysteria v2 model; exact share mapping unknown","Hysteria 2 outbound; salamander only at v1.13.14","Sub-Store@0882a522 differential only","maps only with a supported mode; missing, orphaned, or paired with none explicitly rejects","complete","proxyUri.test.ts:hysteria2-matrix|QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","alpn","","tls_alpn","comma-list extension","one or more non-empty values","target default","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","named_target_extension","alpn[]","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","non-empty list is split and mapped; empty list explicitly rejects","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","pinSHA256","","certificate_fingerprint","hex SHA-256","exactly 64 hex digits with optional colon separators","empty","exact duplicates reject; Realm is a separate unsupported format","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","fingerprint","Hysteria v2 model; exact share mapping unknown","Hysteria 2 outbound; salamander only at v1.13.14","Sub-Store@0882a522 differential only","removes colons and normalizes lowercase; wrong length or alphabet rejects","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","ech","","ech_config_list","base64 ECHConfigList","canonical standard base64","absent","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","ech-opts.enable=true + ech-opts.config","Hysteria v2 model; exact share mapping unknown","Hysteria 2 outbound; salamander only at v1.13.14","Sub-Store@0882a522 differential only","valid ECH config text maps to Mihomo ech-opts; invalid Base64 explicitly rejects","complete","proxyUri.test.ts:QUIC-URI-hardening-Hysteria-1-and-Hysteria-2","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","fastopen","","tcp_fast_open","boolean-string extension","0|1|true|false","false","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","named_target_extension","tfo","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","strict closed boolean grammar; true or 1 emits and false or 0 omits","complete","proxyUri.test.ts:hysteria2-matrix","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","mport","","port_hopping_set","port/range string","at most 28 comma or slash separated ascending segments in 1..65535","absent","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","ports","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","maps to ports; a single authority port coexists as the initial connection port (Sub-Store maps the combination identically); an authority port SET plus mport still rejects as ambiguous","complete","proxyUri.test.ts:hysteria2-port-plus-mport|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db","the 65536 expanded-port candidate budget applies per node (changed 2026-07-18 from a shared per-list budget: providers repeat large hop ranges on every node and nothing materialises the expansion); decision changed 2026-07-18: single port plus mport is the common share form"
"Hysteria 2","hysteria2|hy2","query","hop-interval","hop_interval","port_hop_interval_seconds","unsigned integer|string range","non-negative ascending range with maximum endpoint 9223372036 seconds","target default","alias collision and exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","official_uri_or_named_extension","hop-interval","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","strictly validates signed-duration safety and requires active ports; simultaneous spellings reject","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","keepalive","","unrepresentable_keepalive_seconds","unsupported key","fixed target adapter has no evidenced matching field","n/a","forbidden","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","known_target_gap","none","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","every occurrence explicitly rejects instead of being dropped or mis-mapped","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db",""
"Hysteria 2","hysteria2|hy2","query","upmbps","","client_upload_bandwidth_extension","speed string","positive fixed Mihomo bandwidth syntax","absent","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","named_target_extension","up","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","strict target syntax is validated before mapping; invalid or zero values reject","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db","not part of the official per-user share contract; retained as a documented product extension"
"Hysteria 2","hysteria2|hy2","query","downmbps","","client_download_bandwidth_extension","speed string","positive fixed Mihomo bandwidth syntax","absent","exact duplicates reject","hand parser; userinfo and fragment percent-decode once with literal plus preserved; query uses form decoding so plus becomes space","named_target_extension","down","Hysteria v2 model","Hysteria 2 outbound","Sub-Store@0882a522 differential only","strict target syntax is validated before mapping; invalid or zero values reject","complete","proxyUri.test.ts:hysteria2-matrix|closed-URI-grammars","local:parseHysteria2;E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db","not part of the official per-user share contract; retained as a documented product extension"
"TUIC","tuic","query","sni","","tls_server_name","string","any","server","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","sni","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","copied","complete","proxyUri.test.ts:parses-tuic","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown",""
"TUIC","tuic","query","alpn","","tls_alpn","comma-list","any","h3 target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","alpn[]","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","split and map","complete","proxyUri.test.ts:parses-tuic","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown",""
"TUIC","tuic","query","congestion_control","","congestion_controller","enum string","cubic|new_reno|bbr","target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","congestion-controller","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","closed enum maps; unknown values explicitly reject","complete","proxyUri.test.ts:parses-tuic|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown",""
"TUIC","tuic","query","udp_relay_mode","","udp_relay_mode","enum string","native|quic","native","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","udp-relay-mode","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","closed enum maps; unknown values explicitly reject","complete","proxyUri.test.ts:parses-tuic|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown",""
"TUIC","tuic","query","allow_insecure","insecure","certificate_verification_policy","boolean-string","0|1","false","exact duplicates and insecure alias collisions reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","skip-cert-verify","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","either spelling maps alone with exact 0 or 1; simultaneous aliases explicitly reject","complete","proxyUri.test.ts:parses-tuic|closed-URI-grammars","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown","equal-value alias duplicates tolerated since 2026-07-18 (exporters dump both spellings); only differing values conflict"
"TUIC","tuic","query","disable_sni","","disable_sni","boolean-string","0|1","false","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","disable-sni","unsupported","TUIC v5 only","Sub-Store@0882a522 differential only","exact 0/1 is required; only 1 emits true","complete","proxyUri.test.ts:parses-tuic|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseTUIC;E1:TUIC-protocol@8e118f24;E3:Mihomo@cbd11db;official URI source unknown",""
"Snell","snell","query","version","","snell_version","integer-string","1|2|3|4|5","1","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","version","unsupported","unsupported","Sub-Store@0882a522 differential only","default 1 is materialized; exact bounded integer 1..5 maps and every other value rejects","complete","proxyUri.test.ts:parses-snell|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseSnell;E2:Surge-Snell retrieved 2026-07-15;E3:Mihomo@cbd11db;official URI source unknown",""
"Snell","snell","query","obfs","","obfuscation_mode","enum","http|tls","none","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","obfs-opts.mode","unsupported","unsupported","Sub-Store@0882a522 differential only","closed enum maps; ShadowTLS and every other unrepresentable mode explicitly reject","complete","proxyUri.test.ts:parses-snell|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseSnell;E2:Surge-Snell retrieved 2026-07-15;E3:Mihomo@cbd11db;official URI source unknown",""
"Snell","snell","query","obfs-host","","obfuscation_host","string","non-empty only with http or tls mode","target default","exact duplicates reject","WHATWG URL percent-decode once; duplicate keys reject","ecosystem_uri_dialect","obfs-opts.host","unsupported","unsupported","Sub-Store@0882a522 differential only","maps only with a supported mode; empty or orphaned host explicitly rejects","complete","proxyUri.test.ts:parses-snell|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseSnell;E2:Surge-Snell retrieved 2026-07-15;E3:Mihomo@cbd11db;official URI source unknown",""
"AnyTLS","anytls","query","sni","peer","tls_server_name","string","non-empty","server","alias collision and normalized duplicates reject","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","official_uri_or_target_extension","sni","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","either named spelling maps alone; simultaneous aliases explicitly reject","complete","proxyUri.test.ts:anytls-matrix|closed-URI-grammars","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","alpn","","tls_alpn_extension","comma-list","any","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","alpn[]","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","split and map","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","insecure","","certificate_verification_policy","boolean-string","0|1","false","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","official_uri","skip-cert-verify","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","exact 0/1 required; only 1 emits true","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","fp","","tls_client_fingerprint_extension","string","any","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","client-fingerprint","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","non-empty value is copied","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","udp","","udp_enable_extension","boolean-string","0|1","true","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","udp","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","exact 0/1 maps to a YAML boolean","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","tfo","","tcp_fast_open_extension","boolean-string","0|1","false","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","tfo","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","exact 0/1 maps to a YAML boolean","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","mptcp","","multipath_tcp_extension","boolean-string","0|1","false","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","mptcp","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","exact 0/1 maps to a YAML boolean","complete","proxyUri.test.ts:anytls-matrix|QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","idle-session-check-interval","idle_session_check_interval","idle_session_check_interval_seconds","integer-string","0..9223372036 seconds","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","idle-session-check-interval","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","strict integer is capped before fixed Mihomo multiplies seconds into a signed 64-bit duration","complete","proxyUri.test.ts:anytls-matrix|closed-URI-grammars","local:parseAnyTLS;local:validateMihomoProxyList;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","idle-session-timeout","idle_session_timeout","idle_session_timeout_seconds","integer-string","0..9223372036 seconds","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","idle-session-timeout","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","strict integer is capped before fixed Mihomo multiplies seconds into a signed 64-bit duration","complete","proxyUri.test.ts:anytls-matrix|closed-URI-grammars","local:parseAnyTLS;local:validateMihomoProxyList;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","min-idle-session","min_idle_session","minimum_idle_session_count","integer-string","0..256 retained sessions","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","target_extension","min-idle-session","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","strict resource budget prevents untrusted URI input from requesting unbounded retained sessions","complete","proxyUri.test.ts:anytls-matrix|closed-URI-grammars","local:parseAnyTLS;local:validateMihomoProxyList;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db",""
"AnyTLS","anytls","query","skip-cert-verify","skip_cert_verify","retired_direct_certificate_flag","unsupported key","not admitted by the bounded AnyTLS URI dialect","n/a","forbidden","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","former_unbounded_passthrough_now_closed","none; use insecure=0|1","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported AnyTLS query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","retained as an audit row because the former wildcard path accepted it"
"AnyTLS","anytls","query","remote-dns-resolve","remote_dns_resolve","retired_remote_dns_extension","unsupported key","not admitted by the bounded AnyTLS URI dialect","n/a","forbidden","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","former_unbounded_passthrough_now_closed","none","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported AnyTLS query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","retained as an audit row because the former wildcard path accepted it"
"AnyTLS","anytls","query","persistent-keepalive","persistent_keepalive","retired_keepalive_extension","unsupported key","not admitted by the bounded AnyTLS URI dialect","n/a","forbidden","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","former_unbounded_passthrough_now_closed","none","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported AnyTLS query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","retained as an audit row because the former wildcard path accepted it"
"AnyTLS","anytls","wildcard.query","*","","unknown_addon_policy","query key","every normalized key outside the 13-key allowlist","n/a","forbidden","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","closed_allowlist_policy","none","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","every unknown or formerly passthrough addon explicitly rejects before output","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-Snell-SOCKS-HTTP-S-and-AnyTLS","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","policy row; wildcard is not a runtime raw key and is excluded from finite parameter counts"
"AnyTLS","anytls","structure.path","path","","uri_path","path string","bare ""/"" only (tolerated); any longer path rejects","empty","n/a","WHATWG URL path component; non-special scheme keeps """" vs ""/"" distinct","ecosystem_serialisation_noise","none","unsupported","AnyTLS outbound; duration semantics differ","Sub-Store@0882a522 differential only","a bare ""/"" before the query is tolerated as URL-serialisation noise (3x-ui-style generators emit host:port/?addons on every link); any longer path still rejects","complete","proxyUri.test.ts:anytls-bare-slash-metadata","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","decision changed 2026-07-18 from implicit reject: a bare root slash carries no routing information"
"AnyTLS","anytls","query","group","","client_group_metadata","base64url UTF-8","any (ignored)","empty","exact duplicates reject","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","archived_ecosystem_grammar","none","unsupported","unsupported","Sub-Store@0882a522 differential only","accepted and ignored: provider metadata with no Mihomo field, same class as the SSR group intentional metadata omission; NekoBox-style exporters emit it on every link","complete","proxyUri.test.ts:anytls-bare-slash-metadata","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","decision changed 2026-07-18 from wildcard explicit_reject: ignoring loses no connection semantics"
"AnyTLS","anytls","query","type","","transport_restatement","literal","tcp (ignored); any other value rejects","absent","exact duplicates reject","WHATWG URL percent-decode once; underscores normalize to hyphens; names remain case-sensitive","archived_ecosystem_grammar","none","unsupported","unsupported","Sub-Store@0882a522 differential only","type=tcp is accepted and ignored because it merely restates the fixed AnyTLS TCP session layer; any other value rejects as a real transport conflict","complete","proxyUri.test.ts:anytls-bare-slash-metadata","local:parseAnyTLS;E1:AnyTLS-URI@96668729;E3:Mihomo@cbd11db","decision changed 2026-07-18 from wildcard explicit_reject"
"WireGuard","wireguard|wg","query","reserved","","wireguard_reserved_bytes","comma-list integer","exactly three decimal bytes in 0..255","absent","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","reserved[]","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","strict tuple maps to three YAML integers; malformed values explicitly reject","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","address","ip","local_interface_addresses","comma-list CIDR","one valid IPv4 and/or one valid IPv6 address with optional bounded prefix","none","each normalized spelling at most once; at most one address per family overall","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","ip/ip-cidr + ipv6/ipv6-cidr","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","validates every address and prefix; duplicates by address family explicitly reject","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","flat URI deliberately admits at most one address per family"
"WireGuard","wireguard|wg","query","mtu","","interface_mtu","integer-string","1..65535","1408 target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","mtu","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","strict bounded integer maps to a YAML integer; partial numeric strings reject","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","publickey","public-key|public_key","peer_public_key","canonical standard base64 key","exactly 32 decoded bytes with canonical padding","none","all aliases canonicalize to one key; duplicates reject","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens; publickey aliases to public-key","ecosystem_uri_dialect_over_official_protocol","public-key","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","required and validated before output","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","privatekey","private-key|private_key","conflicting_interface_private_key","unsupported duplicate credential carrier","authority userinfo is the only admitted private-key carrier","n/a","all aliases canonicalize then reject","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens; privatekey aliases to private-key","ambiguous_ecosystem_extension","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","every query spelling explicitly rejects because authority userinfo already carries the private key","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","udp","","udp_enable","boolean-string","0|1","true","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","udp","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","exact 0/1 maps to a YAML boolean","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","pre-shared-key","pre_shared_key","peer_pre_shared_key","canonical standard base64 key","exactly 32 decoded bytes with canonical padding","absent","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","pre-shared-key","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","optional key is validated before output","complete","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","persistent-keepalive","persistent_keepalive","peer_keepalive","integer-string","0..65535","absent","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","ecosystem_uri_dialect_over_official_protocol","persistent-keepalive","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","strict bounded integer maps to a YAML integer","complete","proxyUri.test.ts:wireguard-matrix|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","remote-dns-resolve","remote_dns_resolve","remote_dns_extension","unsupported flat key","requires remote-dns-resolve=true paired with a non-empty structured dns[] list","n/a","all spellings reject","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","target_extension_unrepresentable_in_flat_uri","none in the bounded flat dialect","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects because this URI dialect has no representable dns[] carrier for the fixed target's required pair","explicit_reject","proxyUri.test.ts:wireguard-matrix|closed-URI-grammars","local:parseWireGuard;local:validateRemoteDnsOptions;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","structured provider YAML may use the paired fields after conservative nameserver validation"
"WireGuard","wireguard|wg","query","workers","","wireguard_worker_count","integer-string","0..256 workers","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","target_extension","workers","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","strict product budget prevents fixed Mihomo from spawning three goroutines per unbounded worker request","complete","proxyUri.test.ts:closed-URI-grammars|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;local:validateMihomoProxyList;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
